rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
35,0,"Kozure Ôkami: Ko wo kashi ude kashi tsukamatsuru",1972,http://www.icheckmovies.com/movies/kozure+okami+ko+wo+kashi+ude+kashi+tsukamatsuru/,910,70,2,2,129,"Lone Wolf and Cub: Sword of Vengeance",http://www.imdb.com/title/tt0068815/,"2011-12-31 17:54:17",no,no,no,no
36,0,"Kozure Ôkami: Sanzu no kawa no ubaguruma",1972,http://www.icheckmovies.com/movies/kozure+okami+sanzu+no+kawa+no+ubaguruma/,871,79,2,3,118,"Lone Wolf and Cub: Baby Cart at the River Styx",http://www.imdb.com/title/tt0068816/,"2010-02-01 13:34:18",no,no,no,no
37,0,"Kozure Ôkami: Shinikazeni mukau ubaguruma",1972,http://www.icheckmovies.com/movies/kozure+okami+shinikazeni+mukau+ubaguruma/,671,39,0,3,86,"Lone Wolf and Cub: Baby Cart to Hades",http://www.imdb.com/title/tt0068817/,"2011-12-31 17:54:16",no,no,no,no
38,0,Goyôkiba,1972,http://www.icheckmovies.com/movies/goyokiba/,205,10,2,1,51,"Hanzo the Razor: Sword of Justice",http://www.imdb.com/title/tt0068650/,"2015-07-28 03:44:37",no,no,no,no
39,0,"Goyôkiba: Kamisori Hanzô jigoku zeme",1973,http://www.icheckmovies.com/movies/goyokiba+kamisori+hanzo+jigoku+zeme/,164,4,0,1,47,"Hanzo the Razor: The Snare",http://www.imdb.com/title/tt0174707/,"2018-11-03 01:41:51",no,no,no,no
40,0,Shurayukihime,1973,http://www.icheckmovies.com/movies/shurayukihime/,1794,182,12,3,182,"Lady Snowblood",http://www.imdb.com/title/tt0158714/,"2013-09-14 18:50:55",no,no,no,no
41,0,"Shurayukihime: Urami koiuta",1974,http://www.icheckmovies.com/movies/shurayukihime+urami+koiuta/,501,13,7,2,72,"Lady Snowblood 2: Love Song of Vengeance",http://www.imdb.com/title/tt0072157/,"2013-09-14 21:32:37",no,no,no,no
42,0,"Goyôkiba: Oni no Hanzô yawahada koban",1974,http://www.icheckmovies.com/movies/goyokiba+oni+no+hanzo+yawahada+koban/,143,2,1,1,32,"Hanzo the Razor: Who's Got the Gold?",http://www.imdb.com/title/tt0174708/,"2018-11-03 16:16:11",no,no,no,no
43,0,"Yagyû ichizoku no inbô",1978,http://www.icheckmovies.com/movies/yagyu+ichizoku+no+inbo/,106,4,0,1,37,"The Shogun's Samurai",http://www.imdb.com/title/tt0078513/,"2012-06-25 01:38:33",no,no,no,no
44,0,"Yami no karyudo",1979,http://www.icheckmovies.com/movies/yami+no+karyudo/,70,2,1,1,40,"Hunter in the Dark",http://www.imdb.com/title/tt0079317/,no,no,no,no,no
