rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
99,0,"North by Northwest",1959,http://www.icheckmovies.com/movies/north+by+northwest/,34783,3428,94,26,1065,,http://www.imdb.com/title/tt0053125/,"2010-01-30 15:23:27",no,no,no,no
100,0,"Eternal Sunshine of the Spotless Mind",2004,http://www.icheckmovies.com/movies/eternal+sunshine+of+the+spotless+mind/,97043,13658,793,27,1338,,http://www.imdb.com/title/tt0338013/,"2010-01-30 15:23:27",no,no,no,no
101,0,"Ladri di biciclette",1948,http://www.icheckmovies.com/movies/ladri+di+biciclette/,20534,2418,114,34,1079,"Bicycle Thieves",http://www.imdb.com/title/tt0040522/,"2010-01-30 15:23:27",no,no,no,no
102,0,Ikiru,1952,http://www.icheckmovies.com/movies/ikiru/,8822,1558,49,23,736,,http://www.imdb.com/title/tt0044741/,"2010-01-30 15:23:27",no,no,no,no
103,0,"Lawrence of Arabia",1962,http://www.icheckmovies.com/movies/lawrence+of+arabia/,30365,2844,206,38,1160,,http://www.imdb.com/title/tt0056172/,"2010-01-30 15:23:27",no,no,no,no
104,0,"The Kid",1921,http://www.icheckmovies.com/movies/the+kid/,16786,1317,49,16,557,,http://www.imdb.com/title/tt0012349/,"2010-01-30 15:23:28",no,no,no,no
105,1,Dangal,2016,http://www.icheckmovies.com/movies/dangal/,1697,118,31,6,100,,http://www.imdb.com/title/tt5074352/,no,no,no,no,no
106,-1,"Full Metal Jacket",1987,http://www.icheckmovies.com/movies/full+metal+jacket/,67752,5989,199,17,989,,http://www.imdb.com/title/tt0093058/,"2010-01-30 15:23:27",no,no,no,no
107,0,"The Father",2020,http://www.icheckmovies.com/movies/the+father-2020/,1396,157,1,2,89,,http://www.imdb.com/title/tt10272386/,"2021-06-24 15:54:31",no,no,no,no
108,0,"A Clockwork Orange",1971,http://www.icheckmovies.com/movies/a+clockwork+orange/,86090,9990,816,35,1531,,http://www.imdb.com/title/tt0066921/,"2010-01-30 15:23:26",no,no,no,no
109,0,Metropolis,1927,http://www.icheckmovies.com/movies/metropolis/,27423,2777,147,34,1149,,http://www.imdb.com/title/tt0017136/,"2010-01-30 15:23:27",no,no,no,no
