rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
154,39,"The Gauntlet",1977,http://www.icheckmovies.com/movies/the+gauntlet/,1368,35,24,2,76,,http://www.imdb.com/title/tt0076070/,"2011-12-31 18:01:12",no,no,no,no
155,100,Knightriders,1981,http://www.icheckmovies.com/movies/knightriders/,444,20,12,1,61,,http://www.imdb.com/title/tt0082622/,"2014-10-27 03:01:48",no,no,no,no
156,126,"The Long Kiss Goodnight",1996,http://www.icheckmovies.com/movies/the+long+kiss+goodnight/,4466,158,60,2,112,,http://www.imdb.com/title/tt0116908/,no,no,no,no,no
157,138,"The Man Who Would Be King",1975,http://www.icheckmovies.com/movies/the+man+who+would+be+king/,4542,360,32,5,300,,http://www.imdb.com/title/tt0073341/,"2010-01-30 15:23:28",no,no,no,no
158,157,"Mou gaan dou",2002,http://www.icheckmovies.com/movies/mou+gaan+dou/,10337,1008,62,11,402,"Infernal Affairs",http://www.imdb.com/title/tt0338564/,"2010-01-30 15:23:27",no,no,no,no
159,216,"Red Dawn",1984,http://www.icheckmovies.com/movies/red+dawn/,4006,106,150,3,113,,http://www.imdb.com/title/tt0087985/,"2016-10-03 03:19:55",no,no,no,no
160,226,"Romper Stomper",1992,http://www.icheckmovies.com/movies/romper+stomper/,4277,140,39,3,112,,http://www.imdb.com/title/tt0105275/,no,no,no,no,no
161,242,Shaft,1971,http://www.icheckmovies.com/movies/shaft/,5659,114,38,9,247,,http://www.imdb.com/title/tt0067741/,"2013-12-07 00:27:08",no,no,no,no
162,269,Subway,1985,http://www.icheckmovies.com/movies/subway/,1195,69,19,2,104,,http://www.imdb.com/title/tt0090095/,no,no,no,no,no
163,275,Taxi,1998,http://www.icheckmovies.com/movies/taxi/,7184,180,87,1,82,,http://www.imdb.com/title/tt0152930/,no,no,no,no,no
164,288,"Too Late the Hero",1970,http://www.icheckmovies.com/movies/too+late+the+hero/,195,8,2,1,42,,http://www.imdb.com/title/tt0066471/,"2012-05-04 17:02:44",no,no,no,no
165,298,"True Romance",1993,http://www.icheckmovies.com/movies/true+romance/,17793,1739,81,6,432,,http://www.imdb.com/title/tt0108399/,"2012-11-10 17:32:43",no,no,no,no
166,-112,"Blade Runner",1982,http://www.icheckmovies.com/movies/blade+runner/,70648,7488,631,33,1518,,http://www.imdb.com/title/tt0083658/,"2010-01-30 15:23:26",yes,no,no,no
167,-101,Brazil,1985,http://www.icheckmovies.com/movies/brazil/,27487,3259,334,19,926,,http://www.imdb.com/title/tt0088846/,"2010-01-30 15:23:26",no,no,no,no
168,-48,"The Day the Earth Stood Still",1951,http://www.icheckmovies.com/movies/the+day+the+earth+stood+still/,17096,898,88,13,518,,http://www.imdb.com/title/tt0043456/,"2010-01-30 15:23:28",no,no,no,no
169,89,Labyrinth,1986,http://www.icheckmovies.com/movies/labyrinth/,15533,1277,100,3,312,,http://www.imdb.com/title/tt0091369/,"2012-08-12 14:41:52",no,no,no,no
170,176,"El laberinto del fauno",2006,http://www.icheckmovies.com/movies/el+laberinto+del+fauno/,72826,8117,517,31,1228,"Pan's Labyrinth",http://www.imdb.com/title/tt0457430/,"2010-01-30 15:23:27",no,no,no,no
171,183,Pi,1998,http://www.icheckmovies.com/movies/pi/,21607,1747,278,6,400,,http://www.imdb.com/title/tt0138704/,"2010-01-30 15:23:27",no,no,no,no
172,186,"Planet of the Apes",1968,http://www.icheckmovies.com/movies/planet+of+the+apes/,40153,1830,165,16,644,,http://www.imdb.com/title/tt0063442/,"2010-01-30 15:23:27",no,no,no,no
173,223,"A Scanner Darkly",2006,http://www.icheckmovies.com/movies/a+scanner+darkly/,15192,981,192,5,270,,http://www.imdb.com/title/tt0405296/,"2010-01-30 15:23:26",no,no,no,no
174,251,"Star Wars",1977,http://www.icheckmovies.com/movies/star+wars/,116483,9889,468,38,1535,"Star Wars: Episode IV - A New Hope",http://www.imdb.com/title/tt0076759/,"2010-01-30 15:23:28",no,no,no,no
175,301,Videodrome,1983,http://www.icheckmovies.com/movies/videodrome/,14198,1275,129,16,701,,http://www.imdb.com/title/tt0086541/,"2014-09-26 16:05:36",no,no,no,no
176,245,"2001: A Space Odyssey",1968,http://www.icheckmovies.com/movies/2001+a+space+odyssey/,67981,7899,873,42,1746,,http://www.imdb.com/title/tt0062622/,"2010-01-30 15:23:26",no,no,no,no
177,-164,Akira,1988,http://www.icheckmovies.com/movies/akira/,29171,2832,239,19,736,,http://www.imdb.com/title/tt0094625/,"2010-01-30 15:23:26",no,no,no,no
178,-160,"Alphaville, une étrange aventure de Lemmy Caution",1965,http://www.icheckmovies.com/movies/alphaville+une+etrange+aventure+de+lemmy+caution/,5712,401,127,14,408,Alphaville,http://www.imdb.com/title/tt0058898/,"2013-02-16 02:08:38",no,no,no,no
179,-160,"Altered States",1980,http://www.icheckmovies.com/movies/altered+states/,4202,309,64,5,272,,http://www.imdb.com/title/tt0080360/,"2014-09-24 14:05:20",no,no,no,no
180,-157,"The Andromeda Strain",1971,http://www.icheckmovies.com/movies/the+andromeda+strain/,4014,214,27,3,212,,http://www.imdb.com/title/tt0066769/,"2010-01-30 15:23:28",no,no,no,no
181,-143,Barbarella,1968,http://www.icheckmovies.com/movies/barbarella/,5725,247,130,7,256,,http://www.imdb.com/title/tt0062711/,"2010-04-17 03:33:16",no,no,no,no
182,-93,"Chôjin densetsu Urotsukidôji",1989,http://www.icheckmovies.com/movies/chojin+densetsu+urotsukidoji/,374,10,16,2,55,"Urotsukidoji: Legend of the Overfiend",http://www.imdb.com/title/tt0108461/,no,no,no,no,no
183,-85,"Conan the Barbarian",1982,http://www.icheckmovies.com/movies/conan+the+barbarian/,10112,349,130,3,221,,http://www.imdb.com/title/tt0082198/,"2018-03-21 14:02:57",no,no,no,no
184,-79,"The Craft",1996,http://www.icheckmovies.com/movies/the+craft/,7896,339,97,2,149,,http://www.imdb.com/title/tt0115963/,no,no,no,no,no
185,-55,Delicatessen,1991,http://www.icheckmovies.com/movies/delicatessen/,13751,1271,108,14,454,,http://www.imdb.com/title/tt0101700/,"2014-09-27 16:12:23",no,no,no,no
186,-53,"Demon Seed",1977,http://www.icheckmovies.com/movies/demon+seed/,859,26,13,2,111,"Proteus Generation",http://www.imdb.com/title/tt0075931/,no,no,no,no,no
187,-38,Dreamscape,1984,http://www.icheckmovies.com/movies/dreamscape/,1054,28,13,1,76,,http://www.imdb.com/title/tt0087175/,no,no,no,no,no
188,-32,Dune,1984,http://www.icheckmovies.com/movies/dune/,11742,512,315,4,268,,http://www.imdb.com/title/tt0087182/,"2010-01-30 15:23:27",no,no,no,no
189,-31,"Edward Scissorhands",1990,http://www.icheckmovies.com/movies/edward+scissorhands/,77422,5561,306,8,659,,http://www.imdb.com/title/tt0099487/,"2010-01-30 15:23:27",no,no,no,no
190,-23,Excalibur,1981,http://www.icheckmovies.com/movies/excalibur/,5095,251,62,3,218,,http://www.imdb.com/title/tt0082348/,no,no,no,no,no
191,-22,"Fahrenheit 451",1966,http://www.icheckmovies.com/movies/fahrenheit+451/,6751,344,72,4,221,,http://www.imdb.com/title/tt0060390/,"2014-08-23 13:37:11",no,no,no,no
192,-10,"The Fly",1958,http://www.icheckmovies.com/movies/the+fly-1958/,6206,160,28,4,213,,http://www.imdb.com/title/tt0051622/,no,no,no,no,no
193,-10,"Forbidden Planet",1956,http://www.icheckmovies.com/movies/forbidden+planet/,7076,459,37,9,426,,http://www.imdb.com/title/tt0049223/,"2014-07-19 17:18:29",no,no,no,no
194,7,Gojira,1954,http://www.icheckmovies.com/movies/gojira/,7148,379,29,12,423,Godzilla,http://www.imdb.com/title/tt0047034/,"2010-01-30 15:23:27",no,no,no,no
195,20,"Heavy Metal",1981,http://www.icheckmovies.com/movies/heavy+metal/,4428,197,74,2,143,,http://www.imdb.com/title/tt0082509/,"2012-03-06 23:55:24",no,no,no,no
196,41,"The Incredible Shrinking Man",1957,http://www.icheckmovies.com/movies/the+incredible+shrinking+man/,3783,264,21,9,360,,http://www.imdb.com/title/tt0050539/,no,no,no,no,no
197,43,"Interstella 5555: The 5tory of the 5ecret 5tar 5ystem",2003,http://www.icheckmovies.com/movies/interstella+5555+the+5tory+of+the+5ecret+5tar+5ystem/,4594,441,38,3,117,,http://www.imdb.com/title/tt0368667/,"2012-03-28 01:46:12",no,no,no,no
198,43,"Invasion of the Body Snatchers",1956,http://www.icheckmovies.com/movies/invasion+of+the+body+snatchers/,13220,652,43,18,604,,http://www.imdb.com/title/tt0049366/,"2010-08-21 19:18:32",no,no,no,no
199,57,"Kôkaku Kidôtai",1995,http://www.icheckmovies.com/movies/kokaku+kidotai/,17061,1462,117,13,531,"Ghost in the Shell",http://www.imdb.com/title/tt0113568/,"2010-01-30 15:23:27",no,no,no,no
200,57,"Kyûketsuki hantâ D",1985,http://www.icheckmovies.com/movies/kyuketsuki+hanta+d/,939,44,10,2,89,"Vampire Hunter D",http://www.imdb.com/title/tt0090248/,no,no,no,no,no
201,74,"Liquid Sky",1982,http://www.icheckmovies.com/movies/liquid+sky/,774,60,39,4,161,,http://www.imdb.com/title/tt0085852/,no,no,no,no,no
202,75,"Logan's Run",1976,http://www.icheckmovies.com/movies/logans+run/,5879,286,75,4,233,,http://www.imdb.com/title/tt0074812/,"2010-05-10 13:43:54",no,no,no,no
203,91,"The Man Who Fell to Earth",1976,http://www.icheckmovies.com/movies/the+man+who+fell+to+earth/,5498,289,96,8,334,,http://www.imdb.com/title/tt0074851/,"2010-02-01 13:27:46",no,no,no,no
204,295,X,1963,http://www.icheckmovies.com/movies/x/,952,47,5,5,141,"X: The Man with the X-Ray Eyes",http://www.imdb.com/title/tt0057693/,no,no,no,no,no
205,101,Metropolis,1927,http://www.icheckmovies.com/movies/metropolis/,27423,2777,147,34,1149,,http://www.imdb.com/title/tt0017136/,"2010-01-30 15:23:27",no,no,no,no
206,103,Mirrormask,2005,http://www.icheckmovies.com/movies/mirrormask/,2616,201,62,2,92,,http://www.imdb.com/title/tt0366780/,no,no,no,no,no
207,106,Mononoke-hime,1997,http://www.icheckmovies.com/movies/mononoke-hime/,42228,4980,180,17,868,"Princess Mononoke",http://www.imdb.com/title/tt0119698/,"2010-01-30 15:23:27",no,no,no,no
208,114,"The Navigator: A Mediaeval Odyssey",1988,http://www.icheckmovies.com/movies/the+navigator+a+mediaeval+odyssey/,430,23,7,2,89,"The Navigator: A Medieval Odyssey",http://www.imdb.com/title/tt0095709/,no,no,no,no,no
209,120,"The Nightmare Before Christmas",1993,http://www.icheckmovies.com/movies/the+nightmare+before+christmas/,76598,5493,450,15,718,,http://www.imdb.com/title/tt0107688/,"2010-01-30 15:23:28",no,no,no,no
210,122,"Nochnoy dozor",2004,http://www.icheckmovies.com/movies/nochnoy+dozor/,3308,150,150,3,113,"Night Watch",http://www.imdb.com/title/tt0403358/,no,no,no,no,no
211,126,"The Omega Man",1971,http://www.icheckmovies.com/movies/the+omega+man/,3359,91,78,2,151,,http://www.imdb.com/title/tt0067525/,"2010-05-16 01:12:23",no,no,no,no
212,129,Orphée,1950,http://www.icheckmovies.com/movies/orphee/,3234,326,21,17,404,Orpheus,http://www.imdb.com/title/tt0041719/,no,no,no,no,no
213,129,Outland,1981,http://www.icheckmovies.com/movies/outland/,2212,55,23,2,96,,http://www.imdb.com/title/tt0082869/,"2014-09-24 16:18:35",no,no,no,no
214,143,"Plan 9 from Outer Space",1957,http://www.icheckmovies.com/movies/plan+9+from+outer+space/,4996,163,253,4,260,,http://www.imdb.com/title/tt0052077/,"2019-07-18 13:46:22",no,no,no,no
215,162,Renaissance,2006,http://www.icheckmovies.com/movies/renaissance/,1010,33,31,1,74,,http://www.imdb.com/title/tt0386741/,no,no,no,no,no
216,169,Rollerball,1975,http://www.icheckmovies.com/movies/rollerball/,3601,117,41,4,164,,http://www.imdb.com/title/tt0073631/,"2014-09-25 17:45:19",no,no,no,no
217,177,"Santa Claus Conquers the Martians",1964,http://www.icheckmovies.com/movies/santa+claus+conquers+the+martians/,1248,21,106,2,96,,http://www.imdb.com/title/tt0058548/,"2017-09-24 14:44:08",no,no,no,no
218,180,Screamers,1995,http://www.icheckmovies.com/movies/screamers/,1626,58,28,2,77,,http://www.imdb.com/title/tt0114367/,"2012-04-29 16:42:33",no,no,no,no
219,194,"Silent Running",1972,http://www.icheckmovies.com/movies/silent+running/,3394,138,76,8,206,,http://www.imdb.com/title/tt0067756/,"2013-03-23 20:38:30",no,no,no,no
220,203,Stalker,1979,http://www.icheckmovies.com/movies/stalker/,13098,2224,173,22,910,,http://www.imdb.com/title/tt0079944/,"2010-01-30 15:23:28",no,no,no,no
221,203,"Star Trek II: The Wrath of Khan",1982,http://www.icheckmovies.com/movies/star+trek+ii+the+wrath+of+khan/,14627,819,67,6,316,,http://www.imdb.com/title/tt0084726/,"2010-01-30 15:23:28",no,no,no,no
222,221,"They Live",1988,http://www.icheckmovies.com/movies/they+live/,10390,967,71,6,414,,http://www.imdb.com/title/tt0096256/,"2013-09-25 03:06:04",no,no,no,no
223,223,"The Thing with Two Heads",1972,http://www.icheckmovies.com/movies/the+thing+with+two+heads/,398,10,14,1,71,,http://www.imdb.com/title/tt0069372/,no,no,no,no,no
224,224,"THX 1138",1971,http://www.icheckmovies.com/movies/thx+1138/,6006,291,115,5,257,,http://www.imdb.com/title/tt0066434/,"2011-10-30 23:12:02",no,no,no,no
225,237,TRON,1982,http://www.icheckmovies.com/movies/tron/,17883,681,175,5,283,,http://www.imdb.com/title/tt0084827/,"2010-01-30 15:23:28",no,no,no,no
226,243,Unbreakable,2000,http://www.icheckmovies.com/movies/unbreakable/,37734,1811,324,6,349,,http://www.imdb.com/title/tt0217869/,"2010-01-30 15:23:28",no,no,no,no
227,256,Westworld,1973,http://www.icheckmovies.com/movies/westworld/,5527,265,51,5,250,,http://www.imdb.com/title/tt0070909/,"2010-01-30 15:23:28",no,no,no,no
228,268,"The Wizard of Oz",1939,http://www.icheckmovies.com/movies/the+wizard+of+oz/,88202,3756,354,33,1184,,http://www.imdb.com/title/tt0032138/,"2010-01-30 15:23:28",no,no,no,no
229,-194,Badlands,1973,http://www.icheckmovies.com/movies/badlands/,11888,1346,49,22,685,,http://www.imdb.com/title/tt0069762/,"2010-01-30 15:23:26",no,no,no,no
230,-169,"Blue Velvet",1986,http://www.icheckmovies.com/movies/blue+velvet/,26267,2779,211,24,1017,,http://www.imdb.com/title/tt0090756/,"2013-04-01 22:32:42",no,no,no,no
231,-103,"Death Wish",1974,http://www.icheckmovies.com/movies/death+wish/,3192,107,37,3,136,,http://www.imdb.com/title/tt0071402/,"2012-07-08 19:31:56",no,no,no,no
232,-91,"Dog Day Afternoon",1975,http://www.icheckmovies.com/movies/dog+day+afternoon/,26445,2463,74,21,752,,http://www.imdb.com/title/tt0072890/,"2010-01-30 15:23:27",no,no,no,no
233,-24,"Lat sau san taam",1992,http://www.icheckmovies.com/movies/lat+sau+san+taam/,5152,506,42,12,357,"Hard Boiled",http://www.imdb.com/title/tt0104684/,"2011-11-09 02:44:27",no,no,no,no
234,-24,"The Harder They Come",1972,http://www.icheckmovies.com/movies/the+harder+they+come/,1694,87,13,5,180,,http://www.imdb.com/title/tt0070155/,no,no,no,no,no
235,56,"The Mack",1973,http://www.icheckmovies.com/movies/the+mack/,432,16,9,2,49,,http://www.imdb.com/title/tt0070350/,no,no,no,no,no
236,124,"Point Blank",1967,http://www.icheckmovies.com/movies/point+blank/,4254,332,34,14,357,,http://www.imdb.com/title/tt0062138/,"2012-04-19 00:24:32",no,no,no,no
237,200,"The Taking of Pelham One Two Three",1974,http://www.icheckmovies.com/movies/the+taking+of+pelham+one+two+three/,4318,310,11,5,234,,http://www.imdb.com/title/tt0072251/,"2010-01-30 15:23:28",no,no,no,no
238,215,"Touch of Evil",1958,http://www.icheckmovies.com/movies/touch+of+evil/,14598,1531,81,27,900,,http://www.imdb.com/title/tt0052311/,"2010-01-30 15:23:28",no,no,no,no
239,-233,"À bout de souffle",1960,http://www.icheckmovies.com/movies/a+bout+de+souffle/,15457,1718,139,27,903,Breathless,http://www.imdb.com/title/tt0053472/,"2015-01-10 20:12:04",no,no,no,no
240,-223,"Alone in the Dark",1982,http://www.icheckmovies.com/movies/alone+in+the+dark-1982/,828,17,15,2,79,,http://www.imdb.com/title/tt0083542/,no,no,no,no,no
241,-219,"Anatomy of a Murder",1959,http://www.icheckmovies.com/movies/anatomy+of+a+murder/,9356,833,36,11,517,,http://www.imdb.com/title/tt0052561/,"2010-01-30 15:23:26",no,no,no,no
242,-196,"The Big Combo",1955,http://www.icheckmovies.com/movies/the+big+combo/,1359,97,7,7,203,,http://www.imdb.com/title/tt0047878/,"2010-10-31 21:34:58",no,no,no,no
243,-184,"Bloody Mama",1970,http://www.icheckmovies.com/movies/bloody+mama/,357,6,8,2,60,,http://www.imdb.com/title/tt0065481/,no,no,no,no,no
244,-181,Bound,1996,http://www.icheckmovies.com/movies/bound/,3741,292,27,5,255,,http://www.imdb.com/title/tt0115736/,no,no,no,no,no
245,-177,Brick,2005,http://www.icheckmovies.com/movies/brick/,17426,1768,223,7,338,,http://www.imdb.com/title/tt0393109/,"2012-08-18 03:22:54",no,no,no,no
246,-156,Chopper,2000,http://www.icheckmovies.com/movies/chopper/,2771,144,22,3,114,,http://www.imdb.com/title/tt0221073/,"2013-10-05 23:07:30",no,no,no,no
247,-113,"Der amerikanische Freund",1977,http://www.icheckmovies.com/movies/der+amerikanische+freund/,2589,220,20,7,318,"The American Friend",http://www.imdb.com/title/tt0075675/,no,no,no,no,no
248,-113,Detour,1945,http://www.icheckmovies.com/movies/detour/,3786,271,25,16,356,,http://www.imdb.com/title/tt0037638/,"2010-10-24 11:04:19",no,no,no,no
249,-112,Dillinger,1973,http://www.icheckmovies.com/movies/dillinger-1973-1/,490,20,3,2,71,,http://www.imdb.com/title/tt0069976/,no,no,no,no,no
250,-98,"The Driver",1978,http://www.icheckmovies.com/movies/the+driver/,1913,140,10,6,207,,http://www.imdb.com/title/tt0077474/,"2012-07-21 17:10:26",no,no,no,no
251,-98,"Drugstore Cowboy",1989,http://www.icheckmovies.com/movies/drugstore+cowboy/,5108,281,22,7,221,,http://www.imdb.com/title/tt0097240/,no,no,no,no,no
252,-79,"Faster, Pussycat! Kill! Kill!",1965,http://www.icheckmovies.com/movies/faster+pussycatexclamation+killexclamation+killexclamation/,4256,263,66,8,213,"The Leather Girls",http://www.imdb.com/title/tt0059170/,no,no,no,no,no
253,-51,Goodfellas,1990,http://www.icheckmovies.com/movies/goodfellas/,74028,8242,206,30,1395,,http://www.imdb.com/title/tt0099685/,"2010-01-30 15:23:27",no,no,no,no
254,-49,"The Grifters",1990,http://www.icheckmovies.com/movies/the+grifters/,3083,130,44,7,182,,http://www.imdb.com/title/tt0099703/,no,no,no,no,no
255,-48,"The Grissom Gang",1971,http://www.icheckmovies.com/movies/the+grissom+gang/,146,6,3,1,40,,http://www.imdb.com/title/tt0067162/,no,no,no,no,no
256,-38,"High School Confidential!",1958,http://www.icheckmovies.com/movies/high+school+confidentialexclamation/,212,5,3,1,42,,http://www.imdb.com/title/tt0051724/,no,no,no,no,no
257,-35,"The Honeymoon Killers",1970,http://www.icheckmovies.com/movies/the+honeymoon+killers/,1056,50,19,5,139,"The Lonely Hearts Killers",http://www.imdb.com/title/tt0064437/,no,no,no,no,no
258,-24,"Il portiere di notte",1974,http://www.icheckmovies.com/movies/il+portiere+di+notte/,1778,99,33,5,187,"The Night Porter",http://www.imdb.com/title/tt0071910/,no,no,no,no,no
259,-6,"King of New York",1990,http://www.icheckmovies.com/movies/king+of+new+york/,4630,211,39,7,208,,http://www.imdb.com/title/tt0099939/,"2014-01-05 17:44:51",no,no,no,no
260,1,"La haine",1995,http://www.icheckmovies.com/movies/la+haine/,14641,1787,60,14,568,"La Haine",http://www.imdb.com/title/tt0113247/,"2010-01-30 15:23:27",no,no,no,no
261,4,"The Last Seduction",1994,http://www.icheckmovies.com/movies/the+last+seduction/,2837,152,35,9,191,,http://www.imdb.com/title/tt0110308/,no,no,no,no,no
262,5,"Le doulos",1962,http://www.icheckmovies.com/movies/le+doulos/,1947,200,9,10,236,"Le Doulos",http://www.imdb.com/title/tt0054821/,no,no,no,no,no
263,6,Léon,1994,http://www.icheckmovies.com/movies/leon/,71547,8598,235,22,902,"Léon: The Professional",http://www.imdb.com/title/tt0110413/,"2010-01-30 15:23:27",no,no,no,no
264,7,"Les diaboliques",1955,http://www.icheckmovies.com/movies/les+diaboliques/,9221,1160,47,19,709,Diabolique,http://www.imdb.com/title/tt0046911/,"2010-01-30 15:23:27",no,no,no,no
265,9,"The Limey",1999,http://www.icheckmovies.com/movies/the+limey/,3265,203,39,4,171,,http://www.imdb.com/title/tt0165854/,"2013-06-16 19:01:12",no,no,no,no
266,15,"The Long Goodbye",1973,http://www.icheckmovies.com/movies/the+long+goodbye/,5374,584,41,12,425,,http://www.imdb.com/title/tt0070334/,"2011-09-05 23:45:24",no,no,no,no
267,13,"The Long Good Friday",1980,http://www.icheckmovies.com/movies/the+long+good+friday/,3117,244,16,11,259,,http://www.imdb.com/title/tt0081070/,"2012-04-22 04:38:34",no,no,no,no
268,34,"Mean Streets",1973,http://www.icheckmovies.com/movies/mean+streets/,13204,797,97,21,528,,http://www.imdb.com/title/tt0070379/,"2012-12-26 23:58:32",no,no,no,no
269,52,"The Narrow Margin",1952,http://www.icheckmovies.com/movies/the+narrow+margin/,1419,115,8,7,204,,http://www.imdb.com/title/tt0044954/,"2011-05-31 14:10:51",no,no,no,no
270,53,"Ne le dis à personne",2006,http://www.icheckmovies.com/movies/ne+le+dis+a+personne/,2772,204,14,1,159,"Tell No One",http://www.imdb.com/title/tt0362225/,no,no,no,no,no
271,65,Oldeuboi,2003,http://www.icheckmovies.com/movies/oldeuboi/,44303,6355,314,31,1088,Oldboy,http://www.imdb.com/title/tt0364569/,"2010-01-30 15:23:27",no,no,no,no
272,81,"The Phenix City Story",1955,http://www.icheckmovies.com/movies/the+phenix+city+story/,829,39,7,7,164,,http://www.imdb.com/title/tt0048488/,"2011-09-09 00:03:54",no,no,no,no
273,89,"The Postman Always Rings Twice",1981,http://www.icheckmovies.com/movies/the+postman+always+rings+twice-1981-1/,1696,43,21,2,91,,http://www.imdb.com/title/tt0082934/,no,no,no,no,no
274,92,"The Prowler",1951,http://www.icheckmovies.com/movies/the+prowler/,687,35,5,5,175,,http://www.imdb.com/title/tt0043938/,"2011-02-27 05:59:22",no,no,no,no
275,107,"Reservoir Dogs",1992,http://www.icheckmovies.com/movies/reservoir+dogs/,88614,9700,353,25,1230,,http://www.imdb.com/title/tt0105236/,"2010-01-30 15:23:27",no,no,no,no
276,111,Rope,1948,http://www.icheckmovies.com/movies/rope/,17578,1740,56,10,579,,http://www.imdb.com/title/tt0040746/,"2010-01-30 15:23:27",no,no,no,no
277,142,Sonatine,1993,http://www.icheckmovies.com/movies/sonatine/,2685,306,18,8,263,,http://www.imdb.com/title/tt0108188/,"2014-11-03 00:22:30",no,no,no,no
